rudnik;7;34;13;Ncmsn
slovesnost;4;34;25;Ncfsn
smiselno;8;34;5;Rgp
soèasno;13;34;4;Rgp
spraviti;60;34;18;Vmen
stres;45;34;29;Ncmsn
tesen;9;34;16;Agpmsnn
tožiti;76;34;4;Vmpn
ustavljen;20;34;3;Appmsnn
ustavnost;18;34;4;Ncfsn
utrpeti;94;34;6;Vmen
varšèina;8;34;0;Ncfsn
vstopnica;8;34;19;Ncfsn
zaslišati;20;34;0;Vmen
zmago;23;34;6;Ncfsa
104;28;33;14;Mdc
aa;23;33;0;Npmsn
ben;6;33;15;Npmsn
biliæ;11;33;2;Npmsn
bs;9;33;2;Npnsn
carina;3;33;6;Ncfsn
chrysler;21;33;6;Npmsn
èeško;10;33;7;Rgp
dax;57;33;84;Npmsn
demokratièen;17;33;10;Agpmsnn
desni;20;33;8;Agpmsny
diplomatski;13;33;13;Agpmsny
dodelitev;14;33;9;Ncfsn
dopolnilen;14;33;14;Agpmsnn
dosegljiv;25;33;11;Agpmsnn
dursa;16;33;0;Npmsn
dvojen;23;33;6;Mlsmsnn
e;8;33;9;Ncmsn
estonija;7;33;10;Npfsn
gorenak;20;33;3;Npmsn
gorenjsko;29;33;13;Agpfsa
idealen;7;33;16;Agpmsnn
inflacijski;9;33;2;Agpmpn
izhoden;6;33;13;Agpmsnn
izvedenec;13;33;2;Ncmsn
katjasvensekdnevniksi;0;33;0;Npmsn
kidriè;13;33;0;Npmsn
kitajec;10;33;18;Npmsn
krajeven;32;33;9;Agpmsnn
krajina;25;33;18;Ncfsn
lesnina;12;33;15;Npfsn
liechtenstein;14;33;0;Npmsn
lovše;13;33;3;Npmsn
mario;7;33;9;Npmsn
multinacionalka;5;33;12;Ncfsn
nabiralnik;7;33;2;Ncmsn
napetost;23;33;15;Ncfsn
nehati;18;33;6;Vmen
novinarka;16;33;8;Ncfsn
obvoznica;27;33;20;Ncfsn
oddaljen;25;33;16;Appmsnn
odlog;22;33;3;Ncmsn
odplaèevati;44;33;6;Vmpn
odstranitev;15;33;7;Ncfsn
ogromen;39;33;25;Agpmsnn
podoba;33;33;28;Ncfsn
podrejen;16;33;3;Appmsnn
pogojevati;14;33;3;Vmpn
popoldanski;14;33;6;Agpmsny
porabnik;20;33;15;Ncmsn
postojnski;3;33;14;Agpmpn
postopno;8;33;9;Rgp
prebiti;17;33;19;Vmen
predkupen;3;33;2;Agpmsnn
prehiteti;6;33;18;Vmen
prenoèitev;33;33;41;Ncfsn
previsok;37;33;7;Agpmsnn
prilagoditev;11;33;7;Ncfsn
primaren;20;33;9;Agpmsnn
pristaniški;4;33;3;Agpmsny
protikrizen;8;33;6;Agpmsnn
pu;41;33;7;Npmsn
radeèe;29;33;7;Npfpn
rado;6;33;3;Npmsn
razvidno;16;33;8;Rgp
serija;9;33;38;Ncfsn
sij;10;33;3;Ncmsn
sorazmerno;11;33;9;Rgp
specifièen;9;33;9;Agpmsnn
spopadati;57;33;12;Vmpn
sprošèanje;0;33;5;Ncnsn
stanislav;22;33;4;Npmsn
storjen;19;33;5;Appmsnn
šoltes;12;33;3;Npmsn
testiranje;10;33;14;Ncnsn
tomislav;2;33;0;Npmsn
upoèasnitev;30;33;7;Ncfsn
utaja;29;33;4;Ncfsn
varovati;16;33;20;Vmpn
volišèe;7;33;4;Ncnsn
vztrajno;22;33;8;Rgp
zakljuèevati;15;33;9;Vmpn
zakonitost;14;33;5;Ncfsn
zaostriti;47;33;4;Vmen
zapora;23;33;10;Ncfsn
zavleèi;27;33;0;Vmen
zgodnji;10;33;17;Agpmpn
znano;12;33;5;Agpnsn
žurnal;18;33;20;Ncmsn
25;292;32;188;Mdc
102;27;32;16;Mdc
119;26;32;13;Mdc
127;31;32;16;Mdc
145;28;32;17;Mdc
24ur;18;32;0;Mdc
92;26;32;18;Mdc
agonija;36;32;2;Ncfsn
banènik;16;32;3;Ncmsn
bistrica;14;32;9;Npfsn
blizek;4;32;6;Agpmsnn
blokiran;101;32;2;Appmsnn
bolniški;24;32;4;Agpmsny
centimeter;34;32;9;Ncmsan
èeferin;11;32;4;Npmsn
danska;5;32;8;Npfsn
datoteka;3;32;4;Ncfsn
dd;9;32;5;Npfsn
dl;17;32;0;Y
doloèanje;12;32;5;Ncnsn
dvoodstoten;23;32;9;Agpmsnn
dvostranski;8;32;14;Agpmpn
ekonomsko;16;32;7;Rgp
fiat;11;32;4;Npmsn
financial;26;32;10;Npmsn
igralen;24;32;18;Agpmsnn
interval;5;32;0;Ncmsn
izpustiti;27;32;9;Vmen
janežiè;4;32;2;Npfsn
kamnik;21;32;10;Npmsn
karel;10;32;8;Npmsn
kaznovati;27;32;10;Vmbn
koder;14;32;16;Cs
kondicija;8;32;13;Ncfsn
konstruktor;44;32;7;Ncmsn
kupen;22;32;4;Agpmsnn
latvija;15;32;8;Npfsn
lb;16;32;3;Npfsn
legitimen;9;32;2;Agpmsnn
lendava;12;32;5;Npfsn
mandaten;4;32;0;Agpmsnn
mencinger;17;32;7;Npmsn
mlm;12;32;7;Npmsn
naèrtovanje;17;32;22;Ncnsn
nakazan;24;32;12;Appmsnn
nasprotnik;24;32;3;Ncmsn
nedovoljen;21;32;3;Agpmsan
neimenovan;17;32;2;Agpmsnn
nevladen;21;32;18;Npmsn
nezadovoljen;57;32;3;Agpmsnn
nihati;3;32;5;Vmpn
obremenjen;33;32;9;Appmsnn
odkupovanje;4;32;2;Ncnsn
odpravljen;6;32;5;Appmsnn
odrasel;16;32;15;Agpmsnn
osumljenec;63;32;7;Ncmsn
oznaèen;10;32;18;Appmsnn
parkiren;15;32;32;Agpmsnn
peticija;14;32;8;Ncfsn
poenostavitev;6;32;7;Ncfsn
politièno;15;32;6;Rgp
pranje;39;32;10;Ncnsn
predaja;20;32;11;Ncfsn
predhodnik;12;32;12;Ncmsn
prenosen;8;32;23;Agpmsnn
pretvoriti;5;32;3;Vmen
prisotnost;22;32;21;Ncfsn
pritegniti;10;32;24;Vmen
protestirati;37;32;8;Vmbn
razbremenitev;11;32;12;Ncfsn
razhajanje;11;32;0;Ncnsn
refinanciranje;14;32;2;Ncnsn
samostojno;10;32;12;Rgp
sdh;5;32;2;Npmsn
sedmi;15;32;23;Mlomsn
simiè;11;32;2;Npmsn
sklepen;4;32;5;Appmsnn
slavko;7;32;9;Npmsn
slovaško;4;32;7;Rgp
spopad;33;32;6;Ncmsan
sreèevati;46;32;8;Vmpn
surs;27;32;9;Npmsn
sviz;19;32;2;Npmsn
tednik;22;32;14;Ncmsn
transporten;16;32;14;Agpmsnn
udeležen;25;32;5;Appmsnn
upravièenost;6;32;2;Ncfsa
vili;5;32;4;Npmsn
vrhunski;5;32;52;Agpmsny
vseevropski;31;32;31;Agpmsny
zaostrovati;20;32;0;Vmpn
zaporen;56;32;7;Agpmsnn
živ;15;32;15;Agpmsnn
114;24;31;19;Mdc
116;22;31;15;Mdc
1500;13;31;5;Mdc
1997;17;31;8;Mdc
91;32;31;8;Mdc
akcijski;5;31;11;Agpmsny
avtoelektrika;24;31;16;Ncfsn
berlusconi;19;31;13;Npmsn
bistvo;20;31;12;Ncnsn
bivanje;13;31;22;Ncnsn
ddc;10;31;0;Npmsn
dosleden;4;31;3;Agpmsnn
enotiren;2;31;0;Agpmsnn
film;11;31;39;Ncmsn
gorazd;10;31;4;Npmsn
id;15;31;14;Npfsg
iran;26;31;5;Npmsn
izvoznik;17;31;17;Ncmsn
jarc;14;31;6;Npmsn
johnson;2;31;10;Npmsn
kociè;2;31;0;Npmsn
kohezijski;6;31;10;Agpmsny
komaj;24;31;8;Rgp
koordinacija;15;31;2;Ncfsn
kralj;19;31;15;Ncmsn
kranjc;8;31;5;Npmsn
krivec;42;31;3;Ncmsn
logièen;13;31;8;Agpmsnn
maloprodajen;18;31;8;Appmsnn
marušiè;15;31;3;Npmsn
menedžment;13;31;8;Ncmsn
ministrski;12;31;5;Agpmsny
nadgradnja;2;31;20;Ncfsn
naknadno;4;31;0;Rgp
napotiti;11;31;5;Vmen
obstati;15;31;7;Vmen
obvezniški;9;31;8;Agpmpn
odpeljati;42;31;14;Vmen
partnerski;7;31;10;Agpmsny
patent;13;31;10;Ncmsn
pesimistièen;47;31;0;Agpmsnn
podneben;11;31;26;Npmsn
polnoè;22;31;19;Ncfsa
portfeljski;4;31;0;Agpmpn
poškodovan;61;31;19;Appmsnn
povzemati;10;31;9;Vmpn
pregleden;3;31;10;Agpmsnn
preoblikovati;5;31;9;Vmen
prestižen;9;31;44;Agpmsnn
pripasti;4;31;13;Vmen
prodaj;11;31;4;Ncmsan
projekcija;9;31;4;Ncfsn
protestnik;49;31;4;Ncmsn
psihološki;18;31;10;Agpmsny
referenca;10;31;14;Ncfsn
rtvs;14;31;5;Npmsn
rudarski;22;31;24;Agpmsny
salon;16;31;19;Ncmsn
skrivnosten;11;31;2;Agpmsnn
smuèarski;16;31;27;Agpmsny
specializiran;14;31;20;Appmsnn
spominjati;27;31;12;Vmpn
stagnirati;11;31;5;Vmpn
stanovalec;32;31;18;Ncmsn
starosten;25;31;6;Agpmsnn
štipendija;6;31;38;Ncfsn
temeljito;9;31;7;Rgp
teža;29;31;18;Ncfsn
thinkstock;0;31;0;Npmsn
trajno;13;31;3;Rgp
transakcijski;21;31;10;Agpmsay
transparentno;8;31;9;Rgp
unior;15;31;6;Npmsn
uravnotežen;6;31;18;Appmsnn
zadolževati;25;31;5;Vmpn
zaliv;42;31;22;Ncmsn
zavihteti;4;31;21;Vmen
zdravniški;41;31;13;Agpmsny
zgodovinski;28;31;26;Agpmsny
znaèilen;18;31;14;Agpmsnn
žerjavist;18;31;11;Ncmsn
108;27;30;19;Mdc
124;25;30;14;Mdc
1993;11;30;0;Mdc
51odstoten;8;30;4;Agpmsnn
adriatic;5;30;9;Npmsn
al;5;30;12;Xf
alt;3;30;4;Ncmsn
applov;20;30;30;Aspmsan
arabski;16;30;18;Agpmsny
bernardin;4;30;13;Npmsn
bogomir;4;30;0;Npmsn
bonus;6;30;13;Ncmsn
brazilija;14;30;8;Npfsn
cukjati;7;30;7;Npmsn
èetudi;25;30;5;Cs
èisto;20;30;14;Rgp
dama;11;30;8;Ncfsn
dejaven;8;30;15;Agpmsnn
doèakati;18;30;11;Vmen
duhovnikov;12;30;0;Ncmpg
dvigati;16;30;8;Vmpn
dvigovati;23;30;7;Vmpn
etol;6;30;13;Npmsn
fišer;8;30;0;Npmsn
gbd;3;30;3;Npmsn
globok;43;30;9;Agpmsan
globoko;52;30;7;Rgp
goriško;14;30;10;Npnsa
grošelj;0;30;0;Npmsn
interesen;11;30;6;Agpmsnn
iskalec;13;30;16;Ncmsn
iuv;28;30;0;Npfsn
izpit;16;30;13;Ncmsan
izrecno;9;30;2;Rgp
jankoviæev;15;30;2;Aspmsnn
jernej;16;30;11;Npmsn
jp;24;30;12;Npmsn
kangler;15;30;12;Npmsn
kod;12;30;4;Rgp
konsolidiran;13;30;20;Appmsnn
krajnik;4;30;0;Npmsn
kvantitativen;2;30;0;Agpmsnn
ljudski;18;30;7;Agpmsny
luksuzen;16;30;19;Agpmsnn
maksimalen;6;30;6;Agpmsnn
nastanek;15;30;10;Ncmsn
nebo;17;30;17;Ncnsn
nedvomno;13;30;0;Rgp
nekdaj;18;30;12;Rgp
neporavnan;70;30;3;Agpmsan
nepovraten;13;30;12;Agpmsnn
nepreklicno;12;30;0;Rgp
neprièakovano;15;30;8;Rgp
neuspešno;43;30;0;Rgp
nezaupanje;41;30;2;Ncnsn
noèitev;17;30;43;Ncfsn
norveška;4;30;8;Npfsn
obremeniti;33;30;5;Vmen
odzivati;25;30;6;Vmpn
okrepljen;6;30;15;Appmsnn
opolnoèi;32;30;27;Rgp
osumljen;78;30;0;Appmsnn
paradržaven;10;30;3;Agpmsnn
poslovnik;6;30;3;Ncmsn
posvetovanje;11;30;4;Ncnsn
pravnomoèno;16;30;6;Agpnsn
predvidevanje;19;30;4;Ncnsn
preizkus;17;30;9;Ncmsn
preventiven;8;30;18;Agpmsan
prižgati;13;30;14;Vmen
prodajalna;12;30;11;Ncfsn
razumen;7;30;9;Agpmsnn
rebolj;10;30;9;Npmsn
regijski;12;30;23;Agpmsny
spremljanje;12;30;16;Ncnsn
sproti;11;30;6;Rgp
svetovalka;9;30;4;Ncfsn
tekmec;11;30;11;Ncmsn
tomazmodicdnevniksi;0;30;0;Npmsn
toplek;11;30;2;Npmsn
trasa;21;30;10;Ncfsn
triodstoten;25;30;21;Agpmsnn
trst;9;30;13;Npmsn
uporabljen;13;30;16;Appmsnn
uredništvo;27;30;7;Ncnsn
volilo;2;30;0;Ncnsn
voliti;4;30;5;Vmbn
vprašaj;15;30;0;Vmem2s
vzvod;10;30;5;Ncmsn
zadostovati;26;30;14;Vmpn
zadošèati;14;30;5;Vmpn
zakrajšek;5;30;0;Npmsn
zamrznjen;21;30;2;Appmsnn
zavezan;10;30;5;Appmsnn
zdolšek;10;30;2;Npfsn
zdraviti;17;30;11;Vmpn
zdus;8;30;0;Npfsn
zorman;11;30;2;Npmsn
122;17;29;17;Mdc
190;14;29;10;Mdc
airlines;7;29;14;Npmsn
america;44;29;26;Npfsn
azn;5;29;0;Ncmsn
blokirati;29;29;3;Vmbn
breda;11;29;4;Npfsn
delujoè;18;29;7;Agpmsnn
denarnica;11;29;7;Ncfsn
digitalen;13;29;22;Agpmsnn
dilema;4;29;4;Ncfsn
domžale;7;29;17;Npfpn
ecbje;4;29;2;Ncnsn
ekonomskosocialen;5;29;0;Agpmsnn
engrotuš;9;29;4;Npmsn
enoleten;18;29;11;Agpmsnn
gzsje;16;29;3;Ncnsn
hoèevar;7;29;7;Npmsn
hraniti;19;29;6;Vmpn
izloèitev;10;29;2;Ncfsa
izplaèevanje;10;29;5;Ncnsn
jeanclaude;5;29;2;Npmsn
jesenice;17;29;19;Npfpn
john;7;29;9;Npmsn
juncker;6;29;2;Ncmsn
juri;12;29;0;Npmsn
katastrofa;59;29;5;Ncfsn
klop;16;29;8;Ncfsa
kodeks;10;29;6;Ncmsn
konèevati;9;29;7;Vmpn
kongresen;12;29;26;Agpmsnn
kopališèe;12;29;21;Ncnsn
kozmus;2;29;6;Npmsn
kristjan;6;29;4;Ncmsn
kritje;17;29;4;Ncnsn
kumer;11;29;4;Npmsn
marèevski;16;29;6;Agpmsay
marsikaj;11;29;5;Pi-nsn
mate;7;29;0;Npmsn
medicina;13;29;20;Ncfsn
medvedjev;4;29;12;Aspmsnn
meritev;9;29;27;Ncfsn
miller;6;29;10;Npmsn
miroslav;17;29;5;Npmsn
modernizacija;2;29;16;Ncfsn
montaža;11;29;10;Ncfsn
nakazilo;25;29;10;Ncnsn
nateèaj;12;29;13;Ncmsn
nijaz;10;29;2;Npmsn
novakov;9;29;7;Aspmsnn
obèutljiv;31;29;11;Agpmsnn
objektiven;15;29;4;Agpmsnn
obveza;4;29;4;Ncfsn
odprodati;6;29;0;Vmen
olli;8;29;5;Npmsn
opozorilen;40;29;2;Agpmsnn
os;7;29;11;Ncfsn
padavina;47;29;10;Ncfsn
panika;32;29;6;Ncfsn
peèe;27;29;0;Npmsn
podvojiti;32;29;45;Vmen
ponavadi;16;29;4;Rgp
praktièen;5;29;23;Agpmsnn
pravilnost;6;29;0;Ncfsn
predavanje;3;29;23;Ncnsn
predstava;15;29;23;Ncfsn
prehramben;14;29;14;Agpmsnn
prenovljen;7;29;11;Appmsnn
prepreèevati;19;29;11;Vmpn
prisiliti;26;29;6;Vmen
priskoèiti;4;29;14;Vmen
privesti;41;29;12;Vmen
prodajan;27;29;25;Agpmsnn
profesionalen;3;29;33;Agpmsnn
rak;30;29;16;Ncmsn
razveseliti;0;29;28;Vmen
relevanten;7;29;4;Agpmsan
restavracija;9;29;29;Ncfsn
revidirati;5;29;0;Vmbn
sbi20;34;29;28;Npmsg
sekundaren;4;29;4;Agpmsnn
sms;10;29;8;Npfsn
srce;27;29;31;Ncnsn
standarden;19;29;22;Agpmsnn
stavek;41;29;6;Ncmsn
škofji;26;29;14;Agpfsl
šrotov;10;29;0;Aspmsnn
težak;10;29;10;Agpmsnn
toploten;4;29;28;Appmsnn
tradicionalen;11;29;36;Agpmsnn
twitter;7;29;9;Npmsn
usmerjati;11;29;20;Vmpn
uvajanje;6;29;19;Ncnsn
varèen;2;29;28;Agpmsnn
varnostnik;45;29;6;Ncmsn
veèleten;9;29;5;Agpmsnn
vseskozi;20;29;7;Rgp
zaèrtan;5;29;15;Appmsnn
zamisel;11;29;18;Ncfsn
zaostajati;27;29;10;Vmpn
zapletati;34;29;2;Vmpn
zaseg;12;29;0;Ncmsn
zasežen;24;29;4;Appmsnn
zelenjava;27;29;21;Ncfsn
zupanèiè;9;29;5;Npmsn
zurnal24si;8;29;11;Ncmpn
zviševanje;17;29;0;Ncnsa
žibert;2;29;2;Npmsn
75;70;28;38;Mdc
101;19;28;11;Mdc
126;29;28;11;Mdc
131;14;28;11;Mdc
142;16;28;12;Mdc
144;20;28;8;Mdc
147;24;28;17;Mdc
1998;15;28;8;Mdc
30odstoten;23;28;8;Agpmsnn
320;15;28;7;Mdc
80odstoten;5;28;4;Agpmsnn
absolutno;9;28;7;Rgp
aljoša;5;28;8;Npmsn
ambicija;2;28;13;Ncfsn
apec;4;28;0;Npmsn
avtobusen;14;28;21;Agpmsnn
avtoplin;0;28;2;Aspmsnn
co;7;28;5;Y
èakajoè;9;28;0;Agpmsnn
èrnomelj;18;28;6;Npmsn
debata;5;28;5;Ncfsn
delnièarski;2;28;0;Agpmsny
delovnopraven;12;28;2;Agpmsan
distributer;10;28;12;Ncmsn
dokonèan;7;28;11;Appmsnn
dolarski;7;28;7;Agpmpn
domaèin;17;28;15;Ncmsn
domov;21;28;14;Rgp
drava;18;28;13;Npfsn
glasovnica;4;28;4;Ncfsn
gordana;8;28;0;Npfsn
gozdarstvo;10;28;10;Ncnsa
h;20;28;24;Sd
hibriden;11;28;17;Agpmsnn
invalid;23;28;9;Ncmsn
izrael;7;28;13;Npmsn
iztekati;18;28;0;Vmpn
j;0;28;3;I
jadran;9;28;8;Npmsn
klavzula;7;28;2;Ncfsn
koroška;10;28;4;Npfsn
kosoven;3;28;0;Ncmsn
kraški;30;28;6;Agpmsny
kryžanowski;9;28;2;Npmsn
lastninski;8;28;3;Agpmsay
lepo;13;28;26;Rgp
magna;8;28;3;Npfsn
maks;21;28;0;Npmsn
mehek;18;28;8;Agpmsnn
merjen;15;28;3;Appmsnn
miloš;9;28;0;Npmsn
nadškof;9;28;10;Ncmsn
nagovoriti;6;28;9;Vmen
najemati;12;28;3;Vmpn
nalagati;13;28;3;Vmbn
nega;9;28;13;Ncfsn
neprofiten;14;28;2;Agpmsnn
nièla;11;28;4;Ncfsn
nizozemsko;5;28;9;Agpnsn
nuklearen;8;28;2;Agpmsnn
oaza;12;28;3;Ncfsn
oèitan;17;28;2;Agpmsnn
odpustiti;153;28;3;Vmen
odraziti;18;28;4;Vmen
odvetnica;9;28;0;Ncfsn
okrepitev;5;28;17;Ncfsn
omogoèen;7;28;5;Appmsnn
onemogoèiti;25;28;3;Vmen
opomin;40;28;4;Ncmsn
petan;3;28;3;Npmsn
pivka;16;28;5;Npfsn
podaljševati;24;28;3;Vmpn
poors;30;28;5;Npmsn
poplava;46;28;22;Ncfsn
porabljen;15;28;11;Appmsnn
postojna;15;28;15;Npfsn
prah;30;28;10;Ncmsn
prehranski;11;28;15;Agpmsay
pridelati;60;28;19;Vmen
privabiti;9;28;30;Vmen
protekcionizem;5;28;0;Ncmsn
publikum;4;28;2;Npmsn
republikanec;12;28;11;Ncmsn
sabor;9;28;4;Ncmsn
sežana;8;28;0;Npfsn
shutterstock;0;28;0;Ncmsn
skladnost;8;28;7;Ncfsn
socialno;12;28;18;Rgp
sonce;18;28;32;Ncnsn
splošno;14;28;12;Rgp
srednjeroèen;13;28;8;Agpmsnn
steklo;17;28;10;Ncnsn
strokovno;17;28;12;Rgp
studio;13;28;17;Ncmsn
tobaèen;34;28;6;Agpmsnn
tokijski;34;28;20;Agpfsd
trajajoè;15;28;4;Agpmsnn
uèitelj;19;28;34;Ncmsn
udar;57;28;3;Ncmsn
unièiti;41;28;4;Vmen
utemeljevati;10;28;0;Vmpn
vikend;24;28;17;Ncmsn
višanje;19;28;0;Ncnsn
vkljuèevanje;8;28;8;Ncnsn
vozišèe;10;28;6;Ncnsn
vrteti;9;28;6;Vmpn
vseslovenski;10;28;2;Agpmsny
vtis;19;28;11;Ncmsn
vzdušje;16;28;20;Ncnsn
vzpostavljen;16;28;5;Appmsnn
zadovoljiti;8;28;9;Vmen
zadržek;6;28;0;Ncmsn
zamujati;59;28;4;Vmpn
zapadlost;5;28;2;Ncfsn
zaposlitven;6;28;24;Agpmsnn
zavarovalniški;19;28;6;Agpmsny
znesti;10;28;0;Vmen
žnidaršiè;4;28;6;Npmsn
107;25;27;16;Mdc
221;22;27;5;Mdc
230;18;27;12;Mdc
3000;11;27;13;Mdc
550;12;27;10;Mdc
650;38;27;3;Mdc
89;14;27;16;Mdc
amandma;6;27;0;Ncmsn
angleški;5;27;28;Agpmsny
aranžma;5;27;13;Ncmsn
arbitraža;4;27;0;Ncfsn
auknje;8;27;0;Ncnsn
avstralija;12;27;21;Npfsn
avtomat;10;27;17;Ncmsn
bogastvo;18;27;11;Ncnsn
bruno;12;27;0;Npmsn
èišèenje;22;27;28;Ncnsn
èloveški;21;27;20;Agpmsny
daimler;18;27;34;Npmsn
definicija;11;27;4;Ncfsn
deveti;11;27;12;Mlonda
dezinvestiranje;9;27;2;Ncnsn
dijak;21;27;47;Ncmsn
distribucija;2;27;10;Ncfsn
dobrina;26;27;11;Ncfsn
dopolnjevati;4;27;12;Vmpn
doreèi;6;27;5;Vmen
dzu;14;27;0;Npfsn
edino;4;27;2;Agpnsn
el;7;27;4;Xf
elektronika;15;27;12;Ncfsn
emisijski;0;27;0;Agpmsny
eter;0;27;8;Ncmsn
evropejec;16;27;11;Npmsn
fb;9;27;0;Npmsn
festival;4;27;46;Ncmsn
gneèa;27;27;12;Ncfsn
gorše;12;27;0;Npfsn
gospodar;9;27;8;Ncmsn
gpg;15;27;0;Npmsn
hvala;4;27;7;Ncfsn
investiranje;6;27;15;Ncnsa
iskraemeco;6;27;3;Npmsn
izbruh;62;27;10;Ncmsn
izloèitven;14;27;0;Agpmsnn
izolski;14;27;7;Agpmsny
izraèunan;7;27;3;Appmsnn
jutrišnji;11;27;17;Agpmsny
kapitalizacija;11;27;17;Ncfsn
kljuè;17;27;12;Ncmsn
kolekcija;7;27;21;Ncfsn
komar;8;27;3;Npfsn
komarjev;5;27;5;Ncmpg
konèanje;7;27;7;Ncnsa
kosovski;9;27;7;Agpmpn
krivden;21;27;0;Agpmsnn
litva;10;27;11;Npfsn
mag;9;27;4;Ncmsn
maloprodaja;7;27;7;Ncfsn
malta;6;27;7;Npfsn
management;10;27;9;Ncmsn
managerski;18;27;5;Agpmsny
memorandum;5;27;5;Ncmsn
mirno;11;27;8;Rgp
misija;9;27;8;Ncfsn
motnja;40;27;8;Ncfsn
mts;9;27;5;Npmsn
nadzorovan;7;27;9;Appmsnn
nauèiti;6;27;26;Vmen
neizplaèan;35;27;4;Agpmsnn
nekako;9;27;8;Rgp
nemogoè;32;27;0;Agpmsnn
neupravièen;58;27;5;Agpmsnn
oddajati;13;27;8;Vmpn
odkupovati;0;27;3;Vmpn
odslej;12;27;6;Rgp
olajšanje;3;27;9;Ncnsn
osmi;16;27;16;Mlomsn
oškodovan;33;27;0;Appmsnn
ovrednotiti;4;27;0;Vmen
oznaèevati;20;27;7;Vmpn
partners;2;27;0;Npmsn
pergerjev;20;27;0;Aspmsnn
plošèa;6;27;24;Ncfsn
plovba;19;27;27;Ncfsn
poljsko;6;27;11;Npfsa
polniti;12;27;13;Vmpn
poor;21;27;3;Npmsn
posloviti;12;27;6;Vmen
posveèati;9;27;16;Vmpn
povrnitev;24;27;4;Ncfsa
prepreèitev;9;27;11;Ncfsa
prièakovano;18;27;2;Appnsn
pripeti;0;27;0;Vmer3s
privlaèen;15;27;24;Agpmsnn
radikalen;10;27;4;Agpmsnn
raziskati;12;27;6;Vmen
redakcija;12;27;4;Ncfsn
ryanair;10;27;6;Npmsn
sergej;7;27;5;Npmsn
skorajda;27;27;13;Q
skrajšan;22;27;2;Appmsnn
sorodnik;18;27;8;Ncmsn
stanley;8;27;12;Npmsn
strogo;11;27;10;Rgp
štajerski;15;27;0;Agpmsny
tier;6;27;2;Ncmsn
tja;21;27;18;Rgp
tretjinski;8;27;4;Agpfdn
unovèiti;6;27;4;Vmen
vodilo;10;27;14;Ncnsn
vraèanje;19;27;5;Ncnsn
wolfgang;18;27;5;Npmsn
zaostrovanje;18;27;0;Ncnsn
zapis;13;27;6;Ncmsn
zavreèi;28;27;2;Vmen
zmanjkati;36;27;8;Vmen
111;26;26;14;Mdc
123;27;26;9;Mdc
143;11;26;14;Mdc
240;14;26;18;Mdc
49odstoten;3;26;0;Agpmsnn
acroni;13;26;5;Npmsn
akter;15;26;6;Ncmsn
aldo;9;26;0;Npmsn
bang;0;26;0;Ncmsn
barclays;17;26;13;Xf
bežigrad;10;26;4;Npmsn
blaginja;5;26;7;Ncfsn
carinik;10;26;0;Ncmsn
dokazilo;11;26;10;Ncnsn
dolenjski;22;26;11;Agpmsny
dopustiti;13;26;4;Vmen
državnozborski;13;26;0;Agpmsny
dvigalo;9;26;21;Ncnsa
electric;5;26;10;Npmsn
ftse;61;26;84;Npmsn
glavnina;4;26;7;Ncfsn
goriški;15;26;9;Agpmsny
gostiti;7;26;23;Vmpn
gripa;55;26;32;Ncfsn
inovativnost;0;26;30;Ncfsa
intervencija;13;26;2;Ncfsn
ipd;3;26;5;Y
izkorišèati;25;26;10;Vmpn
izvoznica;10;26;5;Ncfsn
jadranka;9;26;8;Npfsn
kanadski;8;26;10;Agpmsny
kartelen;16;26;0;Agpmsnn
korektno;3;26;3;Agpfsa
kriti;9;26;6;Xp
ležati;17;26;13;Vmpn
loka;27;26;15;Npfsn
malenkoviæ;3;26;2;Npmsn
marèen;18;26;9;Agpmsnn
marta;3;26;6;Npfsn
medresorski;3;26;0;Agpmsny
mehdorn;5;26;9;Npmsn
naklo;4;26;3;Npnsn
nastanitven;22;26;7;Agpmsnn
naveza;8;26;2;Ncfsn
nedisciplina;21;26;3;Ncfsn
niènost;10;26;0;Ncfsn
obtožen;55;26;5;Appmsnn
odgovorno;6;26;6;Agpnsn
oklestiti;26;26;0;Vmen
opis;6;26;8;Ncmsn
osamosvojitev;10;26;11;Ncfsa
pobirati;6;26;13;Vmpn
podkupnina;28;26;2;Ncfsn
podpornik;8;26;9;Ncmsn
pogojen;26;26;4;Agpmsnn
pogrešati;10;26;2;Vmpn
pojav;27;26;22;Ncmsn
pomisliti;12;26;5;Vmen
portoroški;17;26;17;Agpmsay
pospešeno;6;26;6;Rgp
preboj;5;26;16;Ncmsn
predhodno;9;26;5;Rgp
predkazenski;23;26;0;Agpmsny
predloga;5;26;6;Ncmsg
pregledovati;7;26;6;Vmpn
prepoznati;12;26;14;Vmen
presenetljivo;3;26;16;Rgp
prestati;9;26;8;Vmen
privatizacijski;4;26;2;Agpmsny
radar;27;26;4;Ncmsn
ravne;14;26;4;Npfpn
razstava;0;26;61;Ncfsn
razveljavitev;11;26;0;Ncfsa
realnost;17;26;4;Ncfsn
rekoè;19;26;4;Rr
resnost;13;26;2;Ncfsn
resolucija;5;26;2;Ncfsn
riviera;6;26;3;Ncfsn
sestaven;11;26;12;Agpmsnn
skrajno;31;26;4;Rgp
sonja;6;26;0;Npfsn
stoodstoten;8;26;9;Agpmsnn
strojen;7;26;9;Agpmsnn
škoberne;7;26;4;Npmsn
tatjana;11;26;2;Npfsn
tekmovanje;6;26;48;Ncnsn
